Name,Mobile,Email,Source,Location,Interested Product,Lead Value,Created By,Assigned To,Status,Priority,Created At
Drishya Chatterjee,916188575177,ramsuhana@magar.com,Instagram,Bangalore,ERP System,87445,Nygil Binoy,Sales2,contacted,hot,2025-10-25
Purab Sani,919303503289,lokekavya@yahoo.com,LinkedIn,Kochi,Digital Marketing,41378,Johnson Joseph,Sales4,converted,cold,2025-10-24
Abram Biswas,916776083520,vanya76@yahoo.com,Facebook,Chennai,CRM,1463,Team Lead,Sales3,new,warm,2025-11-03
Ehsaan Chopra,918137294302,kanavsunder@rana.net,Referral,Delhi,Web Design,80689,Appu Saviyo,Sales2,contacted,cold,2025-10-27
Zeeshan Karpe,918832404750,tankhansh@khatri.com,Referral,Mumbai,Digital Marketing,58917,Admin,Sales5,unavailable,hot,2025-10-12
Hiran Taneja,917051035049,jayant40@hotmail.com,Naukri,Bangalore,ERP System,83396,Team Lead,Sales2,new,hot,2025-10-24
Madhup Bhatt,916636755414,ryanbhatnagar@bhattacharyya.biz,Facebook,Hyderabad,Mobile App,5813,Nygil Binoy,Sales1,unavailable,cold,2025-10-12
Dhanuk Andra,917281796685,mbail@gmail.com,Google Ads,Kochi,Web Design,15272,Appu Saviyo,Sales2,contacted,cold,2025-08-09
Anaya Bhargava,917221405125,baliromil@hotmail.com,Naukri,Hyderabad,ERP System,76010,Team Lead,Sales2,closed,cold,2025-08-06
Vardaniya Bhatia,918486641280,kabirsampath@atwal-bath.com,Google Ads,Kochi,Web Design,40229,Johnson Joseph,Sales3,closed,hot,2025-10-27
Kavya Ghosh,919257483542,daminisridhar@hotmail.com,Referral,Delhi,Web Design,39382,Appu Saviyo,Sales2,new,cold,2025-10-04
Dishani Mane,919691129007,tankkavya@lalla.com,Google Ads,Bangalore,ERP System,55232,Team Lead,Sales2,contacted,cold,2025-09-02
Tanya Luthra,916249900899,chhabradishani@khanna.org,Facebook,Delhi,ERP System,12491,Appu Saviyo,Sales5,converted,warm,2025-08-23
Pari Bera,918614967674,vaibhav63@comar.com,Google Ads,Bangalore,ERP System,76385,Team Lead,Sales3,contacted,cold,2025-08-18
Faiyaz Lad,918416496073,xsingh@dhawan.com,Referral,Delhi,Digital Marketing,65553,Nygil Binoy,Sales5,contacted,cold,2025-08-13
Bhamini Bhardwaj,917247636714,amani94@hotmail.com,Instagram,Kochi,Web Design,4143,Appu Saviyo,Sales1,contacted,cold,2025-10-26
Mamooty Malhotra,917780831278,aaryahi31@yahoo.com,Referral,Kochi,Mobile App,46829,Team Lead,Sales2,new,cold,2025-10-10
Jayesh Ahuja,916864092191,horaadvika@hotmail.com,LinkedIn,Bangalore,Mobile App,9891,Johnson Joseph,Sales3,unavailable,cold,2025-10-08
Fateh Bora,917391242279,lsaran@gmail.com,Facebook,Kochi,Mobile App,45742,Appu Saviyo,Sales5,unavailable,hot,2025-10-16
Chirag Gopal,919573596487,krish96@dada.info,Instagram,Chennai,Mobile App,45294,Appu Saviyo,Sales4,new,cold,2025-09-02
Tanya Subramanian,916583058549,anika96@yahoo.com,Referral,Chennai,Digital Marketing,71381,Johnson Joseph,Sales4,closed,cold,2025-09-24
Hunar Sodhi,916240613868,bhatojas@yahoo.com,Naukri,Bangalore,ERP System,96022,Johnson Joseph,Sales5,unavailable,hot,2025-09-23
Mishti Bhavsar,916894480510,shanbaiju@krish.com,Naukri,Hyderabad,Mobile App,47346,Admin,Sales2,converted,hot,2025-08-23
Lavanya Sane,917456648525,romilrastogi@hotmail.com,Referral,Hyderabad,ERP System,22753,Team Lead,Sales5,closed,hot,2025-08-15
Nitara Sheth,918556329609,schaudhuri@hotmail.com,Facebook,Bangalore,Mobile App,94040,Admin,Sales3,closed,hot,2025-09-23
Dishani De,918134832539,singhalarhaan@yahoo.com,Instagram,Bangalore,Digital Marketing,40666,Nygil Binoy,Sales5,converted,hot,2025-10-30
Veer Kar,916482029643,dkant@gmail.com,Google Ads,Kochi,CRM,13137,Appu Saviyo,Sales5,new,warm,2025-08-09
Ivana Sahni,919886755575,ayeshakale@gmail.com,Naukri,Chennai,CRM,45579,Appu Saviyo,Sales5,converted,warm,2025-09-05
Aradhya Singhal,916615447530,jsahni@madan.info,Facebook,Delhi,CRM,27894,Admin,Sales4,closed,cold,2025-09-29
Dishani Bala,919714331527,bhamini96@hotmail.com,Naukri,Kochi,Web Design,41760,Admin,Sales5,new,warm,2025-10-10
Tiya Dhar,918005216731,atwalkiara@gmail.com,Facebook,Kochi,ERP System,87374,Johnson Joseph,Sales1,unavailable,warm,2025-08-18
Stuvan Tailor,918743843492,vaibhav16@gokhale-jha.com,Instagram,Bangalore,CRM,26237,Johnson Joseph,Sales3,unavailable,warm,2025-08-11
Nishith Dalal,919319095318,sankaranchirag@yahoo.com,Referral,Hyderabad,Web Design,36737,Nygil Binoy,Sales2,converted,hot,2025-08-17
Jayan Anne,916065527073,karpenirvi@yahoo.com,Naukri,Delhi,ERP System,14418,Nygil Binoy,Sales5,converted,cold,2025-09-30
Priyansh Anne,917367882278,duttuthkarsh@hotmail.com,Google Ads,Chennai,Mobile App,76246,Nygil Binoy,Sales2,new,warm,2025-09-12
Kaira Bawa,918633944024,santpari@gmail.com,Google Ads,Delhi,Digital Marketing,7648,Nygil Binoy,Sales1,closed,cold,2025-09-07
Damini Tak,916216706931,mannatdoctor@yahoo.com,Facebook,Mumbai,Web Design,12287,Appu Saviyo,Sales4,contacted,cold,2025-09-17
Charvi Ravi,918560321728,reyanshdeo@dixit.biz,Naukri,Hyderabad,Digital Marketing,81781,Johnson Joseph,Sales3,converted,hot,2025-10-23
Misha Sharaf,919061876539,rajagopalanshayak@bandi-mander.net,LinkedIn,Delhi,Web Design,62039,Team Lead,Sales2,new,cold,2025-09-21
Lakshay Ghose,918011229698,dishani46@madan.biz,Facebook,Mumbai,Mobile App,90715,Appu Saviyo,Sales4,contacted,hot,2025-09-14
Misha Kurian,916617279928,advikratti@hotmail.com,Naukri,Bangalore,Mobile App,52390,Nygil Binoy,Sales3,converted,warm,2025-09-25
Kashvi Krish,918093825472,odesai@tailor.biz,Facebook,Kochi,Digital Marketing,15796,Johnson Joseph,Sales4,closed,hot,2025-09-29
Elakshi Chaudhry,917212286165,pborah@gmail.com,Google Ads,Delhi,ERP System,17697,Team Lead,Sales1,closed,cold,2025-10-17
Adira Jha,919422048585,ravellagan@yahoo.com,Facebook,Bangalore,ERP System,86124,Admin,Sales3,unavailable,warm,2025-08-31
Neelofar Buch,917721493654,yuvaandar@gmail.com,Naukri,Mumbai,CRM,82379,Nygil Binoy,Sales5,contacted,warm,2025-08-20
Aniruddh Das,917648479139,jkibe@yahoo.com,Facebook,Bangalore,CRM,91971,Team Lead,Sales4,closed,cold,2025-09-15
Krish Buch,919381542747,aniruddhdayal@yahoo.com,Google Ads,Delhi,CRM,23686,Admin,Sales5,closed,hot,2025-10-08
Nayantara Varkey,918543321283,bsrinivas@vasa.com,Naukri,Mumbai,Mobile App,73756,Admin,Sales4,contacted,warm,2025-10-03
Chirag Yohannan,917742870683,oorja16@hotmail.com,Facebook,Delhi,Web Design,90850,Team Lead,Sales4,converted,warm,2025-10-26
Miraan Bhalla,918770207149,charvi13@bhat.com,LinkedIn,Kochi,Web Design,29522,Nygil Binoy,Sales5,new,hot,2025-09-06
Zara Shere,918838463998,jchopra@chahal.com,Instagram,Mumbai,ERP System,39207,Appu Saviyo,Sales5,unavailable,warm,2025-09-17
Onkar Venkataraman,916840381733,xloke@bhalla.biz,Instagram,Hyderabad,Mobile App,40286,Team Lead,Sales3,closed,cold,2025-09-21
Ranbir Wable,919930401533,anika54@roy.com,Google Ads,Kochi,ERP System,2064,Team Lead,Sales5,closed,hot,2025-10-26
Prisha Subramaniam,919661481856,ishita64@sarma.com,Google Ads,Kochi,Mobile App,72943,Admin,Sales1,unavailable,warm,2025-09-26
Ahana  Hari,916471150679,tdatta@tata.com,Google Ads,Kochi,CRM,57585,Team Lead,Sales4,converted,cold,2025-08-26
Advika Raval,917644068874,csubramanian@yahoo.com,Referral,Mumbai,Digital Marketing,72449,Nygil Binoy,Sales2,closed,hot,2025-10-29
Vanya Korpal,916808428103,vtrivedi@hotmail.com,Naukri,Mumbai,Mobile App,55687,Nygil Binoy,Sales3,contacted,hot,2025-09-16
Ishaan Sarkar,916049833464,godaaaina@hotmail.com,Facebook,Hyderabad,Web Design,19873,Appu Saviyo,Sales4,contacted,hot,2025-10-15
Amani Saran,916589356566,regenayantara@rau.com,LinkedIn,Mumbai,Digital Marketing,92146,Team Lead,Sales4,unavailable,hot,2025-08-06
Krish Ratti,917951608900,kashvi11@gmail.com,Naukri,Mumbai,ERP System,59988,Appu Saviyo,Sales3,contacted,hot,2025-08-30
Kimaya Sankar,917824381233,alisha72@yahoo.com,Naukri,Kochi,ERP System,66294,Nygil Binoy,Sales5,converted,warm,2025-08-22
Yasmin Dhaliwal,919979564028,johaltushar@hegde.org,Naukri,Delhi,Mobile App,5385,Admin,Sales5,closed,cold,2025-08-27
Akarsh Mallick,917583033048,kashyapkiaan@sarna-varkey.com,Facebook,Delhi,Digital Marketing,91504,Admin,Sales2,unavailable,warm,2025-08-10
Miraya Kala,917996886326,dhruvgour@gmail.com,Naukri,Kochi,ERP System,80963,Admin,Sales2,closed,cold,2025-09-30
Abram Sekhon,919185517590,rthaker@yahoo.com,LinkedIn,Hyderabad,Web Design,90662,Team Lead,Sales5,converted,cold,2025-08-17
Riya Chaudry,916226663762,reyansh76@kale.org,Google Ads,Delhi,Web Design,62455,Appu Saviyo,Sales5,closed,cold,2025-08-26
Samiha Sandhu,919151709494,achana@atwal.com,Google Ads,Mumbai,Mobile App,39616,Johnson Joseph,Sales2,new,cold,2025-08-28
Nishith Goyal,919963672922,ahluwaliaanaya@gmail.com,Naukri,Hyderabad,Mobile App,96285,Team Lead,Sales3,new,cold,2025-10-29
Rania Issac,918032209020,bsathe@raju.com,Naukri,Chennai,ERP System,7765,Johnson Joseph,Sales5,new,warm,2025-09-29
Baiju Ganesan,918082029167,mgoel@suresh.com,Facebook,Chennai,ERP System,11074,Johnson Joseph,Sales3,contacted,cold,2025-08-06
Dishani Rao,917206765277,vivaan52@hotmail.com,Google Ads,Bangalore,Web Design,98180,Admin,Sales5,contacted,cold,2025-08-09
Pranay Chad,919173840107,anahita21@yahoo.com,Instagram,Hyderabad,Digital Marketing,49466,Nygil Binoy,Sales3,contacted,warm,2025-10-13
Hridaan De,916776569551,azad27@shenoy-gole.biz,Naukri,Kochi,Mobile App,12062,Nygil Binoy,Sales5,contacted,warm,2025-09-02
Manjari Thakkar,919233085142,adira25@hotmail.com,Referral,Mumbai,CRM,87594,Appu Saviyo,Sales2,contacted,cold,2025-09-22
Ivana Varkey,919154056937,chandraindrajit@gmail.com,Google Ads,Kochi,Mobile App,16203,Admin,Sales2,closed,warm,2025-08-28
Armaan Keer,918045400609,reneekaur@yahoo.com,Google Ads,Mumbai,ERP System,31626,Appu Saviyo,Sales4,closed,warm,2025-08-17
Arnav Kant,916623413787,fkarnik@gmail.com,Naukri,Mumbai,Web Design,38852,Appu Saviyo,Sales4,converted,cold,2025-10-27
Gatik Ghosh,918932931415,raunakchana@shere.com,Facebook,Kochi,ERP System,84548,Johnson Joseph,Sales4,unavailable,cold,2025-09-29
Keya Agate,919686609552,pbarad@sandhu-batta.com,Google Ads,Bangalore,Mobile App,36007,Admin,Sales3,unavailable,warm,2025-08-08
Pihu Sangha,917980446323,lgrover@toor.com,LinkedIn,Hyderabad,CRM,97247,Team Lead,Sales2,unavailable,warm,2025-08-08
Amira Thakur,918910777335,rratti@hotmail.com,LinkedIn,Chennai,Mobile App,72776,Admin,Sales1,new,hot,2025-10-08
Shalv Bains,917766300020,sana92@gmail.com,Facebook,Delhi,Web Design,90849,Appu Saviyo,Sales3,contacted,cold,2025-10-28
Zaina Rout,917216751436,yasmin01@hotmail.com,Google Ads,Chennai,Web Design,4106,Team Lead,Sales1,new,cold,2025-10-03
Divij Iyengar,918820099205,nakulsolanki@yahoo.com,Instagram,Delhi,Web Design,93808,Admin,Sales1,unavailable,hot,2025-08-14
Lakshay Bumb,917614729199,pdhar@hotmail.com,LinkedIn,Hyderabad,ERP System,25217,Admin,Sales2,converted,warm,2025-08-20
Rohan Korpal,918005558943,piya92@yahoo.com,LinkedIn,Kochi,Digital Marketing,37226,Appu Saviyo,Sales3,converted,hot,2025-10-09
Tushar Kunda,919353215401,ykapoor@desai-manda.org,Facebook,Bangalore,Web Design,51174,Appu Saviyo,Sales3,new,warm,2025-09-16
Tanya Kakar,919490953123,adirarau@yahoo.com,Google Ads,Chennai,Digital Marketing,10096,Appu Saviyo,Sales2,unavailable,warm,2025-08-15
Drishya Garde,916766403264,neelofarsankar@hotmail.com,LinkedIn,Mumbai,Web Design,19857,Team Lead,Sales4,contacted,cold,2025-08-21
Eshani Rau,918763116394,anahita61@doctor-borde.com,Facebook,Mumbai,Mobile App,14538,Admin,Sales1,new,cold,2025-10-11
Nishith Lal,919124782639,jiya08@gmail.com,Google Ads,Mumbai,Web Design,66234,Nygil Binoy,Sales1,new,cold,2025-11-03
Drishya Bhagat,917677115255,dbatta@hotmail.com,Google Ads,Chennai,Mobile App,52292,Team Lead,Sales1,unavailable,cold,2025-10-14
Sumer Datta,919311379525,bhandariseher@kashyap.com,Referral,Mumbai,Digital Marketing,53941,Admin,Sales5,contacted,hot,2025-10-26
Azad Barman,917651087940,saksham97@hotmail.com,LinkedIn,Mumbai,Web Design,75349,Team Lead,Sales3,converted,cold,2025-09-18
Shlok Viswanathan,917300636690,kabirbaral@ramakrishnan.com,Referral,Kochi,Web Design,48887,Team Lead,Sales3,new,warm,2025-09-17
Aarush Hora,919266121111,chadaneysa@karpe-saraf.biz,Google Ads,Hyderabad,CRM,24149,Team Lead,Sales1,closed,cold,2025-10-29
Romil Ranganathan,916820352323,tsuri@gmail.com,Google Ads,Hyderabad,Digital Marketing,14994,Johnson Joseph,Sales4,new,cold,2025-08-18
Abram Chandran,917881125866,sarinkanav@cheema.com,LinkedIn,Chennai,CRM,5679,Nygil Binoy,Sales1,unavailable,hot,2025-10-08
Adira Upadhyay,918101237808,doratrisha@borah-khalsa.biz,Referral,Kochi,ERP System,85332,Johnson Joseph,Sales4,unavailable,warm,2025-08-08
Ivan Zacharia,916070516000,ekibe@vasa.org,Facebook,Bangalore,Web Design,45265,Admin,Sales4,new,hot,2025-08-29
Ritvik Mane,919466484009,ganesanaayush@gmail.com,LinkedIn,Hyderabad,ERP System,61079,Team Lead,Sales2,unavailable,hot,2025-10-06
Zeeshan Vala,919972053670,armaan76@yahoo.com,Facebook,Kochi,CRM,65080,Admin,Sales4,unavailable,hot,2025-09-24
Mehul Saxena,917042313610,kakarkashvi@malhotra-balay.com,LinkedIn,Hyderabad,CRM,2882,Nygil Binoy,Sales1,converted,hot,2025-10-31
Anika Bhardwaj,917959297889,alia60@gmail.com,Naukri,Chennai,ERP System,9383,Admin,Sales1,closed,cold,2025-09-02
Anaya Gera,919432431427,dishanichoudhary@hotmail.com,Naukri,Chennai,Web Design,27560,Appu Saviyo,Sales3,closed,warm,2025-11-02
Lavanya Varkey,916518842513,ritviksengupta@hotmail.com,LinkedIn,Delhi,ERP System,19000,Johnson Joseph,Sales2,new,cold,2025-09-12
Pari Sachdeva,916744951997,ksura@hotmail.com,Google Ads,Kochi,Web Design,36899,Nygil Binoy,Sales4,contacted,cold,2025-08-26
Prisha Shere,917588825845,lbhattacharyya@brar.info,Naukri,Chennai,Digital Marketing,32934,Team Lead,Sales1,contacted,hot,2025-08-15
Bhamini Doshi,919397543728,ivanabajwa@gola.com,LinkedIn,Delhi,Digital Marketing,21677,Admin,Sales4,new,hot,2025-10-10
Jayant Thaker,916031026838,gangulyadah@ranganathan.com,Instagram,Kochi,ERP System,38189,Appu Saviyo,Sales4,contacted,hot,2025-09-29
Aradhya Dayal,916614557693,tiya08@yahoo.com,LinkedIn,Bangalore,ERP System,60037,Appu Saviyo,Sales2,contacted,cold,2025-11-01
Prisha Vohra,918970715367,kandayasmin@trivedi-shroff.com,Facebook,Delhi,CRM,95004,Appu Saviyo,Sales5,new,cold,2025-08-16
Jhanvi Bail,919549720007,mohanlalbhargava@golla.com,Google Ads,Bangalore,Digital Marketing,1599,Team Lead,Sales2,contacted,hot,2025-10-13
Tarini Kulkarni,918277187437,boseneelofar@yahoo.com,Facebook,Delhi,Mobile App,71742,Team Lead,Sales2,closed,cold,2025-09-07
Gatik Vala,918831788593,xjohal@das.com,Instagram,Bangalore,Web Design,26391,Admin,Sales2,closed,warm,2025-09-02
Dharmajan Deol,916757305041,ogole@hotmail.com,Instagram,Hyderabad,Web Design,8081,Johnson Joseph,Sales3,contacted,warm,2025-08-29
Suhana Shetty,917079676542,hiransuresh@yahoo.com,Google Ads,Delhi,Digital Marketing,6677,Admin,Sales1,unavailable,hot,2025-09-15
Amira Varkey,916678800733,kanthunar@gmail.com,Facebook,Mumbai,ERP System,16212,Admin,Sales2,closed,cold,2025-10-14
Dharmajan Gara,918490057858,ksom@yahoo.com,Google Ads,Mumbai,CRM,98922,Johnson Joseph,Sales2,new,warm,2025-08-11
Tara Badami,916978316519,ravalriya@vora.biz,Facebook,Chennai,Digital Marketing,27208,Appu Saviyo,Sales2,new,warm,2025-09-14
Saira Sharaf,918512952109,aayush48@hotmail.com,Referral,Kochi,Digital Marketing,19997,Nygil Binoy,Sales5,closed,hot,2025-11-03
Rati Jaggi,917663571006,inaaya-ratta@hotmail.com,Google Ads,Chennai,Digital Marketing,95348,Nygil Binoy,Sales3,converted,hot,2025-10-08
Rasha Gera,917442642321,romilbasak@gmail.com,Instagram,Kochi,ERP System,8818,Johnson Joseph,Sales2,new,warm,2025-09-27
Vidur Seshadri,917969581487,lakshit18@dugal.com,Referral,Chennai,Mobile App,29816,Johnson Joseph,Sales5,contacted,cold,2025-08-08
Yashvi Madan,918626493150,urvidoshi@hotmail.com,Instagram,Delhi,ERP System,31107,Admin,Sales4,unavailable,warm,2025-09-16
Sana Balan,919703116724,mishti85@gmail.com,Instagram,Delhi,Digital Marketing,61655,Johnson Joseph,Sales1,closed,cold,2025-08-10
Alia Dixit,919747781900,pgara@mannan.net,Instagram,Chennai,Mobile App,57917,Team Lead,Sales2,unavailable,hot,2025-10-26
Stuvan Doctor,919924546630,riyagulati@hotmail.com,Naukri,Kochi,Digital Marketing,6796,Admin,Sales4,unavailable,hot,2025-10-16
Ehsaan Gade,917828357471,amani12@kala.com,Naukri,Mumbai,Digital Marketing,92311,Admin,Sales4,closed,hot,2025-08-14
Aarna Wali,916356875364,cchhabra@goyal.net,Naukri,Kochi,Digital Marketing,29574,Nygil Binoy,Sales3,converted,hot,2025-09-14
Prerak Master,918781593455,skannan@yahoo.com,Facebook,Kochi,Digital Marketing,88691,Johnson Joseph,Sales2,closed,cold,2025-10-16
Ishaan Bora,919209571910,dsawhney@sarraf.net,Naukri,Kochi,Digital Marketing,61786,Nygil Binoy,Sales4,contacted,warm,2025-08-17
Amani Khalsa,918692132566,jhanvigoyal@ramachandran.com,Referral,Hyderabad,Web Design,83222,Admin,Sales4,converted,cold,2025-08-17
Kaira Dhillon,916140506321,fatehgrewal@grover-doshi.com,Google Ads,Mumbai,Mobile App,92495,Team Lead,Sales5,unavailable,hot,2025-09-22
Vritika Bora,919383110711,tbajwa@chokshi-chand.info,LinkedIn,Kochi,ERP System,45000,Admin,Sales5,converted,hot,2025-08-06
Ira Ghosh,916476597680,joshianya@dubey.com,Referral,Bangalore,Digital Marketing,82151,Admin,Sales3,converted,hot,2025-10-20
Anika Tiwari,918783880354,dishaniravi@sidhu-kar.info,Naukri,Hyderabad,Web Design,74499,Nygil Binoy,Sales2,converted,hot,2025-08-20
Dhruv Sura,918317709657,zdada@yahoo.com,Facebook,Hyderabad,Digital Marketing,97649,Team Lead,Sales2,contacted,warm,2025-09-27
Oorja Walia,917514885083,neelofar12@hotmail.com,Google Ads,Delhi,Digital Marketing,37325,Admin,Sales1,converted,warm,2025-08-08
Jhanvi Roy,917943088958,charmiraya@mani.org,Referral,Delhi,ERP System,17083,Appu Saviyo,Sales5,unavailable,warm,2025-09-25
Suhana Khanna,917941232371,sahnihazel@andra.com,Naukri,Bangalore,Web Design,25687,Appu Saviyo,Sales1,new,warm,2025-08-29
Dharmajan Swamy,919856648111,craja@yahoo.com,Instagram,Bangalore,Web Design,15334,Nygil Binoy,Sales3,new,cold,2025-10-28
Shlok Kamdar,916635457782,harora@halder-dave.com,Referral,Chennai,CRM,69247,Admin,Sales3,closed,cold,2025-08-17
Hrishita Chad,918325445408,jivindatta@gmail.com,Instagram,Mumbai,Mobile App,56067,Appu Saviyo,Sales1,converted,hot,2025-08-20
Yuvraj  Sane,916270366110,ranashaan@arya.com,Facebook,Chennai,ERP System,85498,Johnson Joseph,Sales4,unavailable,warm,2025-09-03
Divyansh Dutta,918816469906,uwarrior@guha-thaker.com,LinkedIn,Bangalore,Digital Marketing,78772,Team Lead,Sales5,closed,warm,2025-08-11
Nakul Shetty,917306023701,wkumar@hans.com,Naukri,Chennai,Mobile App,23509,Johnson Joseph,Sales2,closed,warm,2025-09-05
Ishita Jani,917237578891,aatwal@dada.com,Facebook,Chennai,Mobile App,38274,Appu Saviyo,Sales2,unavailable,hot,2025-09-28
Nishith Singh,919057210014,jiya67@vaidya.net,Naukri,Bangalore,CRM,23984,Nygil Binoy,Sales2,contacted,hot,2025-08-25
Umang Madan,916176744138,heerkakar@kara.info,Google Ads,Delhi,CRM,58788,Johnson Joseph,Sales3,contacted,hot,2025-10-25
Neysa Chacko,918415864311,khoslapurab@dass.biz,LinkedIn,Kochi,Mobile App,46068,Nygil Binoy,Sales3,closed,cold,2025-09-09
Keya Trivedi,916698351408,buchseher@hotmail.com,Naukri,Bangalore,Web Design,4266,Appu Saviyo,Sales4,contacted,warm,2025-09-29
Rohan Basu,919984919149,thakurhiran@hotmail.com,Google Ads,Chennai,Web Design,97796,Team Lead,Sales5,converted,cold,2025-09-29
Adah Cheema,919029890512,myra47@yahoo.com,Google Ads,Mumbai,Mobile App,99849,Team Lead,Sales2,unavailable,cold,2025-08-29
Shlok Cheema,919895023311,advik20@hotmail.com,Referral,Bangalore,Web Design,96897,Appu Saviyo,Sales1,contacted,cold,2025-09-21
Aayush Samra,918366355159,small@konda.net,Facebook,Bangalore,Web Design,53642,Team Lead,Sales2,closed,warm,2025-08-13
Heer Aurora,916397203433,godauthkarsh@hotmail.com,Google Ads,Kochi,ERP System,85058,Nygil Binoy,Sales5,unavailable,hot,2025-09-09
Jayesh Tripathi,919355586446,kashyaptushar@kapadia.com,Google Ads,Chennai,Web Design,11956,Team Lead,Sales4,new,cold,2025-10-17
Tara Dey,917694036518,divijtandon@hotmail.com,Instagram,Mumbai,Mobile App,80058,Team Lead,Sales5,new,cold,2025-10-05
Zara Sekhon,917550761818,bhaminigolla@dey.org,Referral,Chennai,Digital Marketing,49448,Appu Saviyo,Sales3,new,warm,2025-08-26
Kiaan Tara,917481421047,virkranbir@hotmail.com,Google Ads,Bangalore,Digital Marketing,74535,Admin,Sales2,closed,cold,2025-09-23
Jayan Majumdar,917785030376,chiragraja@sharma.com,Referral,Bangalore,CRM,96420,Appu Saviyo,Sales4,contacted,cold,2025-08-31
Elakshi Sethi,918568114320,parinaazapte@hotmail.com,Facebook,Chennai,CRM,40745,Appu Saviyo,Sales5,converted,hot,2025-10-10
Pihu Mammen,918536946511,kalanayantara@hotmail.com,Referral,Kochi,Web Design,54668,Johnson Joseph,Sales4,contacted,cold,2025-10-08
Samarth Kalita,917984790140,gatik87@yahoo.com,LinkedIn,Delhi,CRM,27117,Nygil Binoy,Sales4,converted,cold,2025-09-10
Saira Choudhury,918107049214,aaina87@agate-hayre.com,Facebook,Bangalore,ERP System,40834,Appu Saviyo,Sales5,closed,hot,2025-09-07
Kaira Swamy,916115276968,prishakakar@dash.com,Facebook,Chennai,Mobile App,40343,Appu Saviyo,Sales1,converted,warm,2025-09-06
Chirag Rattan,916770398201,khatriadah@rajagopalan.com,Referral,Hyderabad,CRM,4728,Admin,Sales3,closed,hot,2025-10-26
Nishith Bhagat,918572218650,shlokthaman@gmail.com,LinkedIn,Bangalore,ERP System,63978,Team Lead,Sales4,converted,cold,2025-10-24
Elakshi Sundaram,918945973202,sonikismat@kanda.info,Referral,Hyderabad,Web Design,49916,Team Lead,Sales5,new,warm,2025-10-01
Dharmajan Balasubramanian,916699423543,sdugar@srinivas.com,Naukri,Kochi,CRM,42901,Appu Saviyo,Sales2,converted,hot,2025-11-03
Bhavin Dora,916227153651,behlparinaaz@gmail.com,Google Ads,Bangalore,Digital Marketing,84394,Johnson Joseph,Sales1,converted,warm,2025-09-29
Ritvik Varghese,918274667646,nbava@yahoo.com,LinkedIn,Kochi,ERP System,26403,Nygil Binoy,Sales1,unavailable,hot,2025-08-28
Amani Handa,918335226700,nwable@hotmail.com,Google Ads,Bangalore,Mobile App,36580,Johnson Joseph,Sales1,unavailable,cold,2025-08-15
Nehmat Sandal,917510236617,vkuruvilla@char.com,Instagram,Kochi,CRM,68917,Johnson Joseph,Sales3,closed,warm,2025-10-02
Kiara Subramanian,917461633584,navyakumar@goel-kade.info,Instagram,Kochi,CRM,21257,Team Lead,Sales2,contacted,cold,2025-10-15
Kabir Dara,918634654724,balangokul@master-kamdar.net,LinkedIn,Delhi,ERP System,94394,Team Lead,Sales1,closed,warm,2025-10-08
Sahil Manne,919934323885,anayadubey@garg.com,Facebook,Kochi,CRM,3277,Appu Saviyo,Sales3,converted,cold,2025-09-25
Bhavin Dani,917557220130,mgera@reddy.com,Instagram,Mumbai,ERP System,69566,Johnson Joseph,Sales2,converted,hot,2025-09-08
Nitya Khanna,919197432267,kavya95@hotmail.com,Facebook,Chennai,CRM,91995,Nygil Binoy,Sales2,converted,hot,2025-09-04
Shalv Bumb,916901260260,yvora@kota.com,Instagram,Kochi,Digital Marketing,91546,Admin,Sales1,new,warm,2025-10-07
Rania Contractor,919252724897,nakulkhosla@hotmail.com,Referral,Kochi,CRM,15131,Admin,Sales5,unavailable,hot,2025-10-19
Zara Shankar,918014693343,yakshitchanda@gmail.com,Facebook,Bangalore,Web Design,9683,Johnson Joseph,Sales1,new,hot,2025-09-10
Devansh Gola,919951791121,bobalriaan@chatterjee-raval.org,Naukri,Chennai,ERP System,27217,Nygil Binoy,Sales3,new,hot,2025-11-02
Azad Aurora,916625162463,raunakchahal@wali.com,LinkedIn,Bangalore,ERP System,46591,Johnson Joseph,Sales2,unavailable,cold,2025-09-07
Jayesh Chaudhari,918632627835,prerakbedi@thakur.com,Instagram,Delhi,ERP System,9957,Admin,Sales5,new,cold,2025-09-11
Shayak Cheema,916931999629,xdar@yahoo.com,LinkedIn,Chennai,Mobile App,23514,Team Lead,Sales1,new,hot,2025-10-09
Eshani Sura,919953419363,bhargavahridaan@gmail.com,Naukri,Hyderabad,Digital Marketing,49033,Team Lead,Sales2,closed,cold,2025-10-22
Kartik Lata,916460955243,samar96@hotmail.com,Instagram,Bangalore,Digital Marketing,56586,Nygil Binoy,Sales5,contacted,warm,2025-08-29
Tarini Randhawa,916484667629,vritika25@bala.com,Google Ads,Kochi,Digital Marketing,15459,Team Lead,Sales2,closed,warm,2025-10-29
Diya Master,919026796228,samihabaria@yahoo.com,Google Ads,Delhi,Web Design,11780,Johnson Joseph,Sales4,new,warm,2025-10-21
Ivan Kumar,917218101886,charvi87@gmail.com,Referral,Delhi,Mobile App,91052,Appu Saviyo,Sales2,unavailable,warm,2025-09-06
Eshani Saran,917248071617,rkhalsa@hotmail.com,Referral,Chennai,Web Design,63347,Johnson Joseph,Sales2,new,cold,2025-09-13
